time vel_channel vel_finger vel_lid reacted flux_finger_advection flux_finger_diffusion flux_inlet_advection flux_inlet_diffusion flux_outlet_advection mass_total mass_finger
100 4.03274e-05 8.62647e-08 2.34222e-07 0 0 0 0 0 0 1147 0
200 5.76371e-05 1.22257e-07 3.48616e-07 0 0 0 0 0 0 1147 0
300 7.10529e-05 1.02506e-07 4.38244e-07 0 0 0 0 0 0 1147 0
400 8.24617e-05 6.67994e-08 5.25341e-07 0 0 0 0 0 0 1147 0
500 9.25897e-05 4.67549e-08 5.8856e-07 0 0 0 0 0 0 1147 0
600 0.000101809 6.90006e-08 6.5403e-07 0 0 0 0 0 0 1147 0
700 0.000110339 7.88029e-08 7.10545e-07 0 0 0 0 0 0 1147 0
800 0.000118324 6.91979e-08 7.61293e-07 0 0 0 0 0 0 1147 0
900 0.000125864 5.33283e-08 8.12714e-07 0 0 0 0 0 0 1147 0
1000 0.000133031 5.35737e-08 8.56812e-07 0 0 0 0 0 0 1147 0
1100 0.000139879 6.26281e-08 9.01584e-07 0 0 0 0 0 0 1147 0
1200 0.000146452 6.43579e-08 9.42984e-07 0 0 0 0 0 0 1147 0
1300 0.000152782 6.17668e-08 9.82e-07 0 0 0 0 0 0 1147 0
1400 0.000158898 5.67006e-08 1.02123e-06 0 0 0 0 0 0 1147 0
1500 0.000164822 5.98529e-08 1.05693e-06 0 0 0 0 0 0 1147 0
1600 0.000170572 6.40504e-08 1.09281e-06 0 0 0 0 0 0 1147 0
1700 0.000176166 6.43414e-08 1.12718e-06 0 0 0 0 0 0 1147 0
1800 0.000181615 6.40713e-08 1.15991e-06 0 0 0 0 0 0 1147 0
1900 0.000186933 6.40184e-08 1.19273e-06 0 0 0 0 0 0 1147 0
2000 0.00019213 6.61022e-08 1.22375e-06 0 0 0 0 0 0 1147 0
2100 0.000197213 6.86389e-08 1.25443e-06 0 0 0 0 0 0 1147 0
2200 0.000202192 6.92429e-08 1.2844e-06 0 0 0 0 0 0 1147 0
2300 0.000207074 6.98845e-08 1.3133e-06 0 0 0 0 0 0 1147 0
2400 0.000211864 7.13496e-08 1.34202e-06 0 0 0 0 0 0 1147 0
2500 0.000216568 7.28587e-08 1.36979e-06 0 0 0 0 0 0 1147 0
2600 0.000221191 7.47198e-08 1.39711e-06 0 0 0 0 0 0 1147 0
2700 0.000225739 7.56946e-08 1.42399e-06 0 0 0 0 0 0 1147 0
2800 0.000230214 7.67953e-08 1.45015e-06 0 0 0 0 0 0 1147 0
2900 0.000234621 7.83767e-08 1.47605e-06 0 0 0 0 0 0 1147 0
3000 0.000238964 7.97295e-08 1.50137e-06 0 0 0 0 0 0 1147 0
3100 0.000243245 8.12478e-08 1.52628e-06 0 0 0 0 0 0 1147 0
3200 0.000247468 8.24364e-08 1.55085e-06 0 0 0 0 0 0 1147 0
3300 0.000251634 8.36916e-08 1.57493e-06 0 0 0 0 0 0 1147 0
3400 0.000255748 8.51154e-08 1.59872e-06 0 0 0 0 0 0 1147 0
3500 0.00025981 8.64238e-08 1.62213e-06 0 0 0 0 0 0 1147 0
3600 0.000263823 8.77582e-08 1.64518e-06 0 0 0 0 0 0 1147 0
3700 0.00026779 8.90038e-08 1.66795e-06 0 0 0 0 0 0 1147 0
3800 0.000271711 9.02679e-08 1.69037e-06 0 0 0 0 0 0 1147 0
3900 0.000275589 9.15634e-08 1.71251e-06 0 0 0 0 0 0 1147 0
4000 0.000279426 9.28265e-08 1.73437e-06 0 0 0 0 0 0 1147 0
4100 0.000283222 9.40678e-08 1.75594e-06 0 0 0 0 0 0 1147 0
4200 0.00028698 9.52833e-08 1.77726e-06 0 0 0 0 0 0 1147 0
4300 0.000290701 9.65048e-08 1.7983e-06 0 0 0 0 0 0 1147 0
4400 0.000294385 9.77173e-08 1.81911e-06 0 0 0 0 0 0 1147 0
4500 0.000298035 9.89198e-08 1.83968e-06 0 0 0 0 0 0 1147 0
4600 0.000301651 1.00099e-07 1.86002e-06 0 0 0 0 0 0 1147 0
4700 0.000305235 1.01266e-07 1.88014e-06 0 0 0 0 0 0 1147 0
4800 0.000308787 1.02431e-07 1.90004e-06 0 0 0 0 0 0 1147 0
4900 0.000312308 1.03582e-07 1.91973e-06 0 0 0 0 0 0 1147 0
5000 0.0003158 1.04726e-07 1.93922e-06 0 0 0 0 0 0 1147 0
5100 0.000319262 1.05853e-07 1.95851e-06 2.04122e-05 6.3602e-08 0.00331594 0.318919 28.5743 0 6406.84 0.137824
5200 0.000322697 1.06972e-07 1.97762e-06 0.000160801 4.24716e-07 0.0146453 0.337349 20.4944 0 8872.25 1.36243
5300 0.000326105 1.08084e-07 1.99654e-06 0.000378572 9.24916e-07 0.0251608 0.347642 16.7959 0 10772.2 3.82643
5400 0.000329486 1.09184e-07 2.01528e-06 0.00062551 1.4432e-06 0.0336007 0.355295 14.5644 0 12378.5 7.24375
5500 0.000332842 1.10276e-07 2.03384e-06 0.000881539 1.93577e-06 0.0403793 0.361698 13.032 0 13797.2 11.3891
5600 0.000336173 1.11357e-07 2.05224e-06 0.00113872 2.388e-06 0.0459364 0.367388 11.8967 0 15082.6 16.1074
5700 0.000339479 1.12429e-07 2.07046e-06 0.00139444 2.79651e-06 0.050587 0.372622 11.0121 0 16267.2 21.2898
5800 0.000342761 1.13494e-07 2.08853e-06 0.00164846 3.16253e-06 0.0545462 0.37754 10.2977 0 17371.8 26.8564
5900 0.000346021 1.14549e-07 2.10645e-06 0.0019016 3.48914e-06 0.0579626 0.382226 9.70523 0 18411.3 32.7465
6000 0.000349258 1.15597e-07 2.1242e-06 0.00215496 3.78005e-06 0.0609422 0.386734 9.20343 0 19396.3 38.9122
6100 0.000352473 1.16635e-07 2.14182e-06 0.00240959 4.03903e-06 0.0635629 0.391102 8.77133 0 20334.7 45.3145
6200 0.000355666 1.17666e-07 2.15928e-06 0.00266635 4.26969e-06 0.065884 0.395353 8.39415 0 21233 51.9216
6300 0.000358839 1.18689e-07 2.1766e-06 0.00292587 4.47531e-06 0.0679521 0.399508 8.06115 1.97966e-300 22096 58.7063
6400 0.000361991 1.19704e-07 2.19379e-06 0.00318856 4.65887e-06 0.0698044 0.403581 7.76432 3.09868e-278 22927.8 65.6458
6500 0.000365123 1.20711e-07 2.21084e-06 0.00345468 4.82303e-06 0.0714716 0.407581 7.49755 1.82677e-259 23731.7 72.7207
6600 0.000368235 1.21712e-07 2.22776e-06 0.0037243 4.97013e-06 0.072979 0.411518 7.25607 2.76968e-243 24510.5 79.9141
6700 0.000371328 1.22704e-07 2.24455e-06 0.00399744 5.10226e-06 0.074348 0.415398 7.03612 3.90957e-229 25266.4 87.2116
6800 0.000374403 1.2369e-07 2.26121e-06 0.00427399 5.22123e-06 0.0755964 0.419228 6.83467 1.27546e-216 26001.7 94.6004
6900 0.00037746 1.24669e-07 2.27776e-06 0.00455383 5.32866e-06 0.0767398 0.42301 6.64926 1.87758e-205 26717.8 102.07
7000 0.000380498 1.25642e-07 2.29418e-06 0.00483678 5.42594e-06 0.0777912 0.42675 6.47787 2.07239e-195 27416.5 109.61
7100 0.000383519 1.26607e-07 2.31048e-06 0.00512267 5.51432e-06 0.0787618 0.43045 6.3188 2.54636e-186 28098.9 117.213
7200 0.000386523 1.27566e-07 2.32667e-06 0.0054113 5.59488e-06 0.0796615 0.434113 6.17064 4.76704e-178 28766.3 124.871
7300 0.00038951 1.28519e-07 2.34274e-06 0.00570246 5.66857e-06 0.0804985 0.437742 6.0322 1.75206e-170 29419.6 132.578
7400 0.00039248 1.29465e-07 2.35871e-06 0.00599597 5.73622e-06 0.0812802 0.441338 5.90246 1.55606e-163 30059.8 140.328
7500 0.000395435 1.30405e-07 2.37456e-06 0.00629163 5.79857e-06 0.0820129 0.444904 5.78053 3.96722e-157 30687.8 148.116
7600 0.000398373 1.31339e-07 2.39031e-06 0.00658928 5.85624e-06 0.0827019 0.44844 5.66565 3.35462e-151 31304.2 155.939
7700 0.000401297 1.32268e-07 2.40596e-06 0.00688874 5.9098e-06 0.0833521 0.451949 5.55718 1.06306e-145 31909.7 163.791
7800 0.000404204 1.3319e-07 2.4215e-06 0.00718986 5.95975e-06 0.0839676 0.455431 5.45454 1.40117e-140 32505 171.669
