time vel_channel vel_finger vel_lid reacted flux_finger_advection flux_finger_diffusion flux_inlet_advection flux_inlet_diffusion flux_outlet_advection mass_total mass_finger
109000 0.00189891 1.84428e-07 2.36152e-06 0.0918894 1.12974e-06 0.0992497 2.17774 0.498232 0.036025 297743 1134.97
110000 0.00190938 1.85293e-07 2.37249e-06 0.0923633 1.13459e-06 0.0997076 2.18977 0.493053 0.0387745 300293 1140.81
111000 0.00191981 1.86156e-07 2.38342e-06 0.0928352 1.13943e-06 0.100164 2.20176 0.487953 0.0416649 302847 1146.62
112000 0.0019302 1.87015e-07 2.39432e-06 0.0933053 1.14426e-06 0.100619 2.2137 0.482931 0.0446991 305404 1152.41
113000 0.00194055 1.87872e-07 2.40519e-06 0.0937735 1.14907e-06 0.101073 2.2256 0.477984 0.0478797 307965 1158.19
114000 0.00195086 1.88726e-07 2.41602e-06 0.0942399 1.15386e-06 0.101526 2.23746 0.473111 0.0512092 310529 1163.93
115000 0.00196113 1.89578e-07 2.42681e-06 0.0947045 1.15864e-06 0.101977 2.24927 0.468311 0.05469 313096 1169.66
116000 0.00197137 1.90427e-07 2.43758e-06 0.0951675 1.16341e-06 0.102427 2.26103 0.463582 0.0583243 315666 1175.37
117000 0.00198157 1.91273e-07 2.44832e-06 0.0956288 1.16816e-06 0.102876 2.27276 0.458923 0.0621139 318240 1181.05
118000 0.00199173 1.92117e-07 2.45902e-06 0.0960884 1.1729e-06 0.103324 2.28444 0.454332 0.0660609 320815 1186.72
119000 0.00200186 1.92959e-07 2.4697e-06 0.0965465 1.17763e-06 0.103771 2.29608 0.449809 0.0701669 323394 1192.37
120000 0.00201195 1.93799e-07 2.48035e-06 0.0970031 1.18234e-06 0.104217 2.30768 0.445351 0.0744334 325975 1197.99
121000 0.00202201 1.94637e-07 2.49097e-06 0.0974581 1.18704e-06 0.104661 2.31923 0.440957 0.0788618 328558 1203.6
122000 0.00203202 1.95473e-07 2.50157e-06 0.0979117 1.19173e-06 0.105105 2.33075 0.436627 0.0834532 331144 1209.19
123000 0.00204201 1.96306e-07 2.51214e-06 0.0983639 1.19641e-06 0.105548 2.34222 0.432359 0.0882088 333732 1214.77
124000 0.00205196 1.97138e-07 2.52269e-06 0.0988147 1.20108e-06 0.105989 2.35366 0.428152 0.0931293 336321 1220.33
125000 0.00206187 1.97968e-07 2.53321e-06 0.0992642 1.20574e-06 0.10643 2.36505 0.424005 0.0982155 338913 1225.87
126000 0.00207175 1.98796e-07 2.54372e-06 0.0997123 1.21038e-06 0.10687 2.37641 0.419916 0.103468 341506 1231.39
127000 0.0020816 1.99623e-07 2.5542e-06 0.100159 1.21502e-06 0.107309 2.38773 0.415885 0.108887 344101 1236.9
128000 0.00209141 2.00448e-07 2.56466e-06 0.100605 1.21965e-06 0.107747 2.39901 0.411911 0.114473 346697 1242.39
129000 0.00210119 2.01271e-07 2.5751e-06 0.101049 1.22427e-06 0.108184 2.41025 0.407992 0.120226 349294 1247.87
130000 0.00211094 2.02093e-07 2.58553e-06 0.101492 1.22888e-06 0.108621 2.42145 0.404127 0.126145 351893 1253.34
131000 0.00212065 2.02914e-07 2.59593e-06 0.101935 1.23348e-06 0.109057 2.43261 0.400317 0.132232 354492 1258.79
132000 0.00213033 2.03733e-07 2.60632e-06 0.102376 1.23808e-06 0.109492 2.44374 0.396559 0.138484 357092 1264.23
133000 0.00213998 2.04551e-07 2.61669e-06 0.102815 1.24266e-06 0.109926 2.45483 0.392852 0.144903 359693 1269.65
134000 0.0021496 2.05367e-07 2.62705e-06 0.103254 1.24724e-06 0.110359 2.46588 0.389197 0.151487 362294 1275.06
135000 0.00215918 2.06183e-07 2.63739e-06 0.103692 1.25181e-06 0.110792 2.4769 0.385591 0.158235 364896 1280.46
136000 0.00216873 2.06997e-07 2.64772e-06 0.104129 1.25638e-06 0.111224 2.48788 0.382035 0.165147 367497 1285.84
137000 0.00217826 2.07811e-07 2.65803e-06 0.104565 1.26094e-06 0.111656 2.49882 0.378526 0.172222 370099 1291.22
138000 0.00218775 2.08623e-07 2.66833e-06 0.105 1.26549e-06 0.112087 2.50973 0.375065 0.179458 372701 1296.58
139000 0.00219721 2.09435e-07 2.67863e-06 0.105434 1.27004e-06 0.112517 2.52061 0.371651 0.186855 375302 1301.93
140000 0.00220664 2.10245e-07 2.6889e-06 0.105867 1.27458e-06 0.112947 2.53145 0.368283 0.194411 377903 1307.27
141000 0.00221604 2.11055e-07 2.69917e-06 0.106299 1.27911e-06 0.113377 2.54225 0.36496 0.202125 380503 1312.61
142000 0.00222541 2.11864e-07 2.70943e-06 0.106731 1.28364e-06 0.113805 2.55302 0.361681 0.209995 383103 1317.93
143000 0.00223475 2.12672e-07 2.71968e-06 0.107161 1.28817e-06 0.114234 2.56375 0.358445 0.21802 385702 1323.24
144000 0.00224406 2.1348e-07 2.72992e-06 0.107591 1.29269e-06 0.114662 2.57445 0.355253 0.226197 388300 1328.54
145000 0.00225334 2.14287e-07 2.74016e-06 0.10802 1.2972e-06 0.115089 2.58512 0.352103 0.234526 390896 1333.83
146000 0.00226259 2.15093e-07 2.75038e-06 0.108449 1.30172e-06 0.115516 2.59576 0.348994 0.243005 393492 1339.11
147000 0.00227181 2.15899e-07 2.7606e-06 0.108877 1.30622e-06 0.115943 2.60636 0.345927 0.251631 396086 1344.39
148000 0.00228101 2.16704e-07 2.77082e-06 0.109304 1.31073e-06 0.116369 2.61692 0.342899 0.260403 398678 1349.66
149000 0.00229017 2.17509e-07 2.78102e-06 0.10973 1.31523e-06 0.116795 2.62746 0.339911 0.269319 401269 1354.92
150000 0.00229931 2.18314e-07 2.79123e-06 0.110156 1.31973e-06 0.11722 2.63796 0.336962 0.278376 403858 1360.17
151000 0.00230842 2.19118e-07 2.80143e-06 0.110581 1.32422e-06 0.117645 2.64843 0.334051 0.287574 406444 1365.41
152000 0.0023175 2.19922e-07 2.81162e-06 0.111006 1.32871e-06 0.11807 2.65887 0.331178 0.296908 409029 1370.65
153000 0.00232656 2.20725e-07 2.82181e-06 0.11143 1.3332e-06 0.118495 2.66927 0.328343 0.306378 411612 1375.88
154000 0.00233558 2.21529e-07 2.832e-06 0.111853 1.33768e-06 0.118919 2.67964 0.325543 0.315981 414192 1381.1
155000 0.00234458 2.22332e-07 2.84218e-06 0.112276 1.34217e-06 0.119343 2.68999 0.32278 0.325715 416770 1386.32
156000 0.00235355 2.23135e-07 2.85237e-06 0.112699 1.34665e-06 0.119767 2.7003 0.320052 0.335578 419345 1391.53
157000 0.0023625 2.23938e-07 2.86255e-06 0.113121 1.35113e-06 0.120191 2.71058 0.317359 0.345567 421917 1396.74
158000 0.00237141 2.2474e-07 2.87273e-06 0.113543 1.3556e-06 0.120614 2.72082 0.314701 0.35568 424486 1401.94
159000 0.0023803 2.25543e-07 2.88291e-06 0.113964 1.36008e-06 0.121037 2.73104 0.312076 0.365915 427053 1407.13
160000 0.00238917 2.26346e-07 2.89309e-06 0.114385 1.36455e-06 0.12146 2.74123 0.309485 0.37627 429616 1412.32
161000 0.00239801 2.27148e-07 2.90327e-06 0.114805 1.36902e-06 0.121883 2.75139 0.306927 0.386741 432176 1417.51
162000 0.00240682 2.27951e-07 2.91345e-06 0.115225 1.37349e-06 0.122306 2.76151 0.304401 0.397327 434733 1422.69
163000 0.0024156 2.28754e-07 2.92363e-06 0.115645 1.37795e-06 0.122729 2.77161 0.301906 0.408026 437286 1427.87
164000 0.00242436 2.29557e-07 2.93381e-06 0.116064 1.38242e-06 0.123152 2.78168 0.299444 0.418835 439836 1433.04
165000 0.0024331 2.3036e-07 2.94399e-06 0.116484 1.38688e-06 0.123575 2.79171 0.297012 0.429751 442382 1438.21
166000 0.0024418 2.31163e-07 2.95418e-06 0.116903 1.39135e-06 0.123997 2.80172 0.29461 0.440773 444925 1443.38
167000 0.00245049 2.31966e-07 2.96436e-06 0.117321 1.39581e-06 0.12442 2.8117 0.292239 0.451898 447463 1448.54
168000 0.00245914 2.32769e-07 2.97455e-06 0.117739 1.40027e-06 0.124842 2.82165 0.289897 0.463123 449998 1453.7
169000 0.00246778 2.33573e-07 2.98474e-06 0.118158 1.40473e-06 0.125265 2.83157 0.287585 0.474448 452528 1458.86
170000 0.00247638 2.34377e-07 2.99494e-06 0.118576 1.40919e-06 0.125688 2.84146 0.285301 0.485868 455055 1464.02
