time vel_channel vel_finger vel_lid reacted flux_finger_advection flux_finger_diffusion flux_inlet_advection flux_inlet_diffusion flux_outlet_advection mass_total mass_finger
100 4.0328e-05 2.42684e-07 3.76971e-07 0 0 0 0 0 0 1147 0
200 5.76381e-05 2.25549e-07 5.78134e-07 0 0 0 0 0 0 1147 0
300 7.10548e-05 9.67721e-08 7.98282e-07 0 0 0 0 0 0 1147 0
400 8.24648e-05 2.60176e-07 1.00505e-06 0 0 0 0 0 0 1147 0
500 9.25938e-05 2.28731e-07 1.14906e-06 0 0 0 0 0 0 1147 0
600 0.000101814 1.4004e-07 1.31282e-06 0 0 0 0 0 0 1147 0
700 0.000110346 2.61537e-07 1.4716e-06 0 0 0 0 0 0 1147 0
800 0.000118332 2.23242e-07 1.59086e-06 0 0 0 0 0 0 1147 0
900 0.000125873 1.61685e-07 1.724e-06 0 0 0 0 0 0 1147 0
1000 0.000133042 2.54088e-07 1.85612e-06 0 0 0 0 0 0 1147 0
1100 0.000139891 2.15073e-07 1.96057e-06 0 0 0 0 0 0 1147 0
1200 0.000146466 1.73257e-07 2.07256e-06 0 0 0 0 0 0 1147 0
1300 0.000152798 2.44011e-07 2.18889e-06 0 0 0 0 0 0 1147 0
1400 0.000158915 2.06981e-07 2.28071e-06 0 0 0 0 0 0 1147 0
1500 0.000164841 1.79158e-07 2.37964e-06 0 0 0 0 0 0 1147 0
1600 0.000170593 2.33055e-07 2.48335e-06 0 0 0 0 0 0 1147 0
1700 0.000176188 2.00591e-07 2.56588e-06 0 0 0 0 0 0 1147 0
1800 0.000181639 1.83347e-07 2.65575e-06 0 0 0 0 0 0 1147 0
1900 0.000186959 2.23544e-07 2.74879e-06 0 0 0 0 0 0 1147 0
2000 0.000192157 1.96638e-07 2.82493e-06 0 0 0 0 0 0 1147 0
2100 0.000197242 1.89157e-07 2.90746e-06 0 0 0 0 0 0 1147 0
2200 0.000202223 2.16548e-07 2.99187e-06 0 0 0 0 0 0 1147 0
2300 0.000207106 1.95971e-07 3.06345e-06 0 0 0 0 0 0 1147 0
2400 0.000211898 1.95271e-07 3.1394e-06 0 0 0 0 0 0 1147 0
2500 0.000216604 2.12813e-07 3.21759e-06 0 0 0 0 0 0 1147 0
2600 0.000221229 1.97814e-07 3.28473e-06 0 0 0 0 0 0 1147 0
2700 0.000225778 2.01282e-07 3.35584e-06 0 0 0 0 0 0 1147 0
2800 0.000230255 2.12374e-07 3.42864e-06 0 0 0 0 0 0 1147 0
2900 0.000234664 2.01567e-07 3.49202e-06 0 0 0 0 0 0 1147 0
3000 0.000239009 2.07319e-07 3.55944e-06 0 0 0 0 0 0 1147 0
3100 0.000243292 2.14325e-07 3.62725e-06 0 0 0 0 0 0 1147 0
3200 0.000247516 2.06566e-07 3.68782e-06 0 0 0 0 0 0 1147 0
3300 0.000251684 2.13491e-07 3.75194e-06 0 0 0 0 0 0 1147 0
3400 0.000255799 2.17835e-07 3.81545e-06 0 0 0 0 0 0 1147 0
3500 0.000259863 2.12426e-07 3.87385e-06 0 0 0 0 0 0 1147 0
3600 0.000263879 2.1976e-07 3.93485e-06 0 0 0 0 0 0 1147 0
3700 0.000267847 2.22349e-07 3.99482e-06 0 0 0 0 0 0 1147 0
3800 0.00027177 2.18864e-07 4.05133e-06 0 0 0 0 0 0 1147 0
3900 0.00027565 2.26119e-07 4.10945e-06 0 0 0 0 0 0 1147 0
4000 0.000279488 2.27564e-07 4.16655e-06 0 0 0 0 0 0 1147 0
4100 0.000283287 2.2561e-07 4.22126e-06 0 0 0 0 0 0 1147 0
4200 0.000287046 2.32557e-07 4.27684e-06 0 0 0 0 0 0 1147 0
4300 0.000290769 2.33305e-07 4.33154e-06 0 0 0 0 0 0 1147 0
4400 0.000294455 2.32524e-07 4.38452e-06 0 0 0 0 0 0 1147 0
4500 0.000298106 2.3908e-07 4.43789e-06 0 0 0 0 0 0 1147 0
4600 0.000301724 2.39435e-07 4.49049e-06 0 0 0 0 0 0 1147 0
4700 0.00030531 2.39572e-07 4.54185e-06 0 0 0 0 0 0 1147 0
4800 0.000308863 2.45691e-07 4.59327e-06 0 0 0 0 0 0 1147 0
4900 0.000312386 2.45864e-07 4.64402e-06 0 0 0 0 0 0 1147 0
5000 0.00031588 2.46759e-07 4.69387e-06 0 0 0 0 0 0 1147 0
5100 0.000319344 2.52376e-07 4.74356e-06 2.04129e-05 1.20041e-07 0.00331607 0.319034 28.5743 0 6406.85 0.13783
5200 0.000322781 2.52521e-07 4.79266e-06 0.000160808 8.67237e-07 0.0146461 0.337471 20.4944 0 8872.26 1.36251
5300 0.000326191 2.54097e-07 4.84109e-06 0.000378594 2.00327e-06 0.0251624 0.347768 16.7958 0 10772.2 3.82673
5400 0.000329574 2.59114e-07 4.88922e-06 0.000625527 3.28451e-06 0.0336031 0.355425 14.5643 0 12378.5 7.24442
5500 0.000332931 2.59343e-07 4.93684e-06 0.000881342 4.60542e-06 0.0403837 0.361832 13.032 0 13797.2 11.3904
5600 0.000336264 2.61557e-07 4.98395e-06 0.00113749 5.91731e-06 0.0459465 0.367524 11.8966 0 15082.7 16.11
5700 0.000339572 2.65882e-07 5.03068e-06 0.00139022 7.19737e-06 0.0506115 0.372761 11.012 0 16267.2 21.2951
5800 0.000342856 2.66267e-07 5.07695e-06 0.00163793 8.43581e-06 0.0545995 0.377681 10.2977 0 17371.9 26.8679
5900 0.000346117 2.68933e-07 5.12282e-06 0.00187997 9.62697e-06 0.0580646 0.38237 9.70516 0 18411.4 32.77
6000 0.000349356 2.72662e-07 5.16828e-06 0.0021162 1.07705e-05 0.0611165 0.386881 9.20337 0 19396.3 38.9567
6100 0.000352573 2.73242e-07 5.2133e-06 0.00234672 1.18656e-05 0.0638352 0.39125 8.77127 0 20334.8 45.3925
6200 0.000355768 2.76177e-07 5.25803e-06 0.00257173 1.29121e-05 0.0662805 0.395504 8.39409 0 21233.1 52.0491
6300 0.000358942 2.79435e-07 5.30233e-06 0.00279151 1.39151e-05 0.068498 0.399662 8.06109 2.42289e-317 22096.1 58.9032
6400 0.000362096 2.80229e-07 5.3462e-06 0.00300639 1.48729e-05 0.070523 0.403736 7.76426 1.20484e-293 22927.9 65.9352
